date,open,high,low,close,volume
2022-01-04 07:00:00,37.85,39.07,37.85,39.07,26358000.0
2022-01-05 07:00:00,39.56,41.63,39.02,39.07,35011300.0
2022-01-06 07:00:00,38.66,41.76,38.3,41.76,36471500.0
2022-01-07 07:00:00,42.62,44.69,41.99,44.06,29087800.0
2022-01-10 07:00:00,44.69,46.66,43.16,43.16,25267600.0
2022-01-11 07:00:00,43.34,45.31,42.26,44.37,31372000.0
2022-01-12 07:00:00,43.79,44.6,41.27,41.27,27589500.0
2022-01-13 07:00:00,41.31,41.85,38.39,38.39,16407200.0
2022-01-14 07:00:00,35.74,39.79,35.74,39.65,42602600.0
2022-01-17 07:00:00,40.01,40.28,36.91,36.91,20171700.0
2022-01-18 07:00:00,34.44,35.78,34.35,34.35,22936100.0
2022-01-19 07:00:00,33.27,34.89,32.46,33.36,17710800.0
2022-01-20 07:00:00,34.17,35.65,33.72,35.6,17691800.0
2022-01-21 07:00:00,35.96,36.23,34.39,34.48,16300300.0
2022-01-24 07:00:00,33.81,34.44,32.1,32.1,20880000.0
2022-01-25 07:00:00,30.03,32.55,30.03,32.55,19351500.0
2022-01-26 07:00:00,32.77,33.18,30.66,31.47,12453600.0
2022-01-27 07:00:00,31.47,32.19,31.02,31.69,7154000.0
2022-01-28 07:00:00,31.96,32.19,30.21,31.83,8562600.0
2022-02-07 07:00:00,32.64,34.03,32.46,33.31,10315500.0
2022-02-08 07:00:00,33.36,34.12,32.86,33.31,8217500.0
2022-02-09 07:00:00,33.31,35.29,33.09,34.71,11847700.0
2022-02-10 07:00:00,34.84,35.02,33.76,33.9,9458800.0
2022-02-11 07:00:00,33.94,34.39,33.54,33.63,7180700.0
2022-02-14 07:00:00,32.82,33.27,31.92,31.92,15026000.0
2022-02-15 07:00:00,32.59,33.27,31.92,33.22,9072400.0
2022-02-16 07:00:00,33.72,35.33,33.63,35.06,19376100.0
2022-02-17 07:00:00,35.06,36.37,34.62,36.23,19486900.0
2022-02-18 07:00:00,35.51,37.09,35.38,36.19,17029800.0
2022-02-21 07:00:00,36.41,37.27,35.83,36.23,15534100.0
2022-02-22 07:00:00,35.15,35.87,34.17,35.29,21189900.0
2022-02-23 07:00:00,35.96,36.28,35.06,35.38,10566000.0
2022-02-24 07:00:00,35.06,36.32,33.27,35.38,20835800.0
2022-02-25 07:00:00,35.78,37.72,35.69,36.95,27912400.0
2022-02-28 07:00:00,36.95,37.72,36.59,36.95,14320700.0
2022-03-01 07:00:00,37.67,37.67,36.95,36.95,13224800.0
2022-03-02 07:00:00,36.64,37.13,35.56,35.96,22831700.0
2022-03-03 07:00:00,36.28,37.31,36.01,37.22,14224000.0
